puma,lep_count,lep_count_moe,lep_count_cv,lep_pct,lep_pct_moe,lep_anh_count,lep_anh_count_moe,lep_anh_count_cv,lep_anh_pct,lep_anh_pct_moe,lep_bnh_count,lep_bnh_count_moe,lep_bnh_count_cv,lep_bnh_pct,lep_bnh_pct_moe,lep_hsp_count,lep_hsp_count_moe,lep_hsp_count_cv,lep_hsp_pct,lep_hsp_pct_moe,lep_wnh_count,lep_wnh_count_moe,lep_wnh_count_cv,lep_wnh_pct,lep_wnh_pct_moe,fb_count,fb_count_moe,fb_count_cv,fb_pct,fb_pct_moe,fb_anh_count,fb_anh_count_moe,fb_anh_count_cv,fb_anh_pct,fb_anh_pct_moe,fb_bnh_count,fb_bnh_count_moe,fb_bnh_count_cv,fb_bnh_pct,fb_bnh_pct_moe,fb_hsp_count,fb_hsp_count_moe,fb_hsp_count_cv,fb_hsp_pct,fb_hsp_pct_moe,fb_wnh_count,fb_wnh_count_moe,fb_wnh_count_cv,fb_wnh_pct,fb_wnh_pct_moe,age_popu16_count,age_popu16_count_moe,age_popu16_count_cv,age_popu16_pct,age_popu16_pct_moe,age_p16t64_count,age_p16t64_count_moe,age_p16t64_count_cv,age_p16t64_pct,age_p16t64_pct_moe,age_p65pl_count,age_p65pl_count_moe,age_p65pl_count_cv,age_p65pl_pct,age_p65pl_pct_moe,age_popu16_anh_count,age_popu16_anh_count_moe,age_popu16_anh_count_cv,age_popu16_anh_pct,age_popu16_anh_pct_moe,age_popu16_bnh_count,age_popu16_bnh_count_moe,age_popu16_bnh_count_cv,age_popu16_bnh_pct,age_popu16_bnh_pct_moe,age_popu16_hsp_count,age_popu16_hsp_count_moe,age_popu16_hsp_count_cv,age_popu16_hsp_pct,age_popu16_hsp_pct_moe,age_popu16_wnh_count,age_popu16_wnh_count_moe,age_popu16_wnh_count_cv,age_popu16_wnh_pct,age_popu16_wnh_pct_moe,age_p16t64_anh_count,age_p16t64_anh_count_moe,age_p16t64_anh_count_cv,age_p16t64_anh_pct,age_p16t64_anh_pct_moe,age_p16t64_bnh_count,age_p16t64_bnh_count_moe,age_p16t64_bnh_count_cv,age_p16t64_bnh_pct,age_p16t64_bnh_pct_moe,age_p16t64_hsp_count,age_p16t64_hsp_count_moe,age_p16t64_hsp_count_cv,age_p16t64_hsp_pct,age_p16t64_hsp_pct_moe,age_p16t64_wnh_count,age_p16t64_wnh_count_moe,age_p16t64_wnh_count_cv,age_p16t64_wnh_pct,age_p16t64_wnh_pct_moe,age_p65pl_anh_count,age_p65pl_anh_count_moe,age_p65pl_anh_count_cv,age_p65pl_anh_pct,age_p65pl_anh_pct_moe,age_p65pl_bnh_count,age_p65pl_bnh_count_moe,age_p65pl_bnh_count_cv,age_p65pl_bnh_pct,age_p65pl_bnh_pct_moe,age_p65pl_hsp_count,age_p65pl_hsp_count_moe,age_p65pl_hsp_count_cv,age_p65pl_hsp_pct,age_p65pl_hsp_pct_moe,age_p65pl_wnh_count,age_p65pl_wnh_count_moe,age_p65pl_wnh_count_cv,age_p65pl_wnh_pct,age_p65pl_wnh_pct_moe,age_median_median,age_median_median_moe,age_median_median_cv,age_median_anh_median,age_median_anh_median_moe,age_median_anh_median_cv,age_median_bnh_median,age_median_bnh_median_moe,age_median_bnh_median_cv,age_median_hsp_median,age_median_hsp_median_moe,age_median_hsp_median_cv,age_median_wnh_median,age_median_wnh_median_moe,age_median_wnh_median_cv
04104,35052,1668,2.9,31.2,1.4,27664,1363,3.0,54.8,2.0,12,24.0,120.5,0.4,0.8,3093,691,13.6,24.0,4.8,3869,640,10.1,8.8,1.4,51508,1581,1.9,43.6,1.1,36416,1274,2.1,68.8,1.1,1266,412,19.8,40.4,9.3,5025,747,9.0,36.2,3.8,8273,794,5.8,18.2,1.7,19164,1043,3.3,16.2,0.8,74497,1591,1.3,63.0,0.8,24553,738,1.8,20.8,0.5,9300,777,5.1,17.6,1.4,506,248,29.8,16.1,7.0,2652,530,12.1,19.1,3.2,5583,563,6.1,12.3,1.2,35844,1296,2.2,67.7,1.2,2232,574,15.6,71.2,8.4,9355,1052,6.8,67.3,2.8,25507,948,2.3,56.1,1.2,7807,531,4.1,14.7,0.9,398,118,18.1,12.7,2.4,1888,345,11.1,13.6,2.0,14340,658,2.8,31.6,1.1,45.8,0.9,1.1,42.8,1.1,1.6,44.9,4.2,5.7,38.4,2.3,3.7,54.4,1.2,1.3
04105,24481,1861,4.6,12.8,1.0,10515,1285,7.4,35.3,3.9,6583,957.0,8.8,6.2,0.9,6091,899,9.0,24.9,3.3,803,329,24.9,3.8,1.5,86791,2481,1.7,42.8,1.0,22657,1350,3.6,69.7,1.5,45694,2158,2.9,41.3,1.7,9871,1155,7.1,37.3,3.7,2658,492,11.3,12.3,2.2,34746,1444,2.5,17.2,0.7,132363,2308,1.1,65.3,0.6,35480,1013,1.7,17.5,0.4,6118,680,6.8,18.8,1.8,18154,1037,3.5,16.4,0.8,6204,693,6.8,23.4,2.1,1856,407,13.3,8.6,1.8,21944,1253,3.5,67.5,0.9,74787,1979,1.6,67.5,0.7,16722,1175,4.3,63.1,1.9,11358,971,5.2,52.6,3.4,4430,490,6.7,13.6,1.3,17803,754,2.6,16.1,0.6,3571,443,7.5,13.5,1.4,8361,631,4.6,38.8,2.0,41.7,0.7,1.1,39.2,1.8,2.8,41.1,1.0,1.5,36.3,2.1,3.5,59.2,2.1,2.2
04106,42708,2671,3.8,28.0,1.7,25047,2127,5.2,48.3,3.3,1198,318.0,16.1,6.3,1.6,9729,1262,7.9,32.8,3.7,5740,1036,11.0,13.2,2.3,76040,2469,2.0,46.3,1.3,39563,2154,3.3,71.4,1.5,6619,825,7.6,32.8,3.2,13028,1334,6.2,40.5,3.2,13000,1260,5.9,27.1,2.4,30993,1523,3.0,18.9,0.9,107514,2218,1.3,65.4,0.7,25802,972,2.3,15.7,0.5,9842,1007,6.2,17.8,1.6,2912,653,13.6,14.4,3.0,6673,895,8.1,20.7,2.4,9877,923,5.7,20.6,1.7,37622,2115,3.4,67.9,1.7,14078,1050,4.5,69.9,7.5,21871,1558,4.3,67.9,1.8,27770,1461,3.2,57.8,1.9,7910,649,5.0,14.3,0.9,3163,430,8.3,15.7,1.7,3659,570,9.5,11.4,1.6,10400,639,3.7,21.6,1.0,38.2,0.8,1.3,39.8,1.3,2.0,39.6,2.0,3.1,34.5,1.4,2.5,40.2,1.8,2.7
04107,65477,2341,2.2,50.3,1.4,22743,1738,4.6,51.6,3.1,375,241.0,39.0,5.0,3.1,40748,2132,3.2,59.3,2.0,1140,384,20.5,15.2,4.8,88571,2648,1.8,63.4,1.3,35385,2041,3.5,76.0,2.6,2536,786,18.8,33.4,8.7,46599,2251,2.9,62.3,1.3,3118,579,11.3,38.8,5.4,28175,1729,3.7,20.2,1.2,94324,2180,1.4,67.5,0.4,17150,990,3.5,12.3,0.7,7904,718,5.5,17.0,1.3,971,478,29.9,12.8,5.9,17687,1576,5.4,23.6,1.8,1081,320,18.0,13.4,3.6,32850,1708,3.2,70.5,1.7,5126,945,11.2,67.4,5.0,50056,2077,2.5,66.9,4.0,4580,641,8.5,57.0,3.9,5833,625,6.5,12.5,1.2,1504,388,15.7,19.8,3.9,7113,739,6.3,9.5,0.9,2377,339,8.7,29.6,2.2,36.3,0.7,1.1,38.5,1.3,2.1,43.1,3.6,5.0,33.9,0.8,1.5,48.4,6.3,7.9
04108,26927,1721,3.9,24.9,1.5,12130,984,4.9,37.1,2.5,118,87.0,45.0,3.7,2.6,3734,640,10.4,22.7,3.5,10494,1084,6.3,20.2,2.0,58064,1726,1.8,50.1,1.1,25091,1275,3.1,72.0,0.7,976,313,19.5,28.8,7.2,8118,950,7.1,46.0,4.2,22560,1383,3.7,41.1,2.2,18938,1011,3.2,16.3,0.8,73631,1902,1.6,63.5,1.0,23314,847,2.2,20.1,0.6,5573,806,8.8,16.0,2.2,447,239,32.5,13.2,6.5,3096,536,10.5,17.5,2.8,7503,744,6.0,13.7,1.3,24137,1302,3.3,69.3,1.4,2420,555,13.9,71.3,8.1,11850,971,5.0,67.1,2.5,32801,1314,2.4,59.7,1.6,5129,466,5.5,14.7,1.1,527,150,17.3,15.5,3.2,2719,380,8.5,15.4,1.8,14650,767,3.2,26.7,1.1,43.0,0.8,1.2,41.0,1.2,1.8,38.0,2.5,4.1,41.0,2.7,3.9,48.5,1.5,1.8
04109,47093,2076,2.7,36.9,1.5,23748,1431,3.7,51.1,2.2,66,62.0,57.4,2.7,2.5,18984,1505,4.8,48.5,3.0,3762,689,11.1,10.2,1.8,72398,1865,1.6,53.5,0.9,36328,1600,2.7,74.2,1.0,594,250,25.6,24.1,8.7,23611,1515,3.9,56.8,2.2,10868,947,5.3,28.0,2.1,20074,1090,3.3,14.8,0.8,97047,2125,1.3,71.8,0.8,18113,850,2.9,13.4,0.6,7534,735,5.9,15.4,1.4,236,165,42.5,9.6,6.4,7507,795,6.4,18.1,1.7,3833,589,9.3,9.9,1.5,35243,1598,2.8,72.0,1.2,1894,443,14.2,76.8,7.5,29106,1644,3.4,70.1,1.7,28602,1365,2.9,73.7,1.7,6190,585,5.7,12.6,1.1,337,161,29.1,13.7,5.8,4922,503,6.2,11.9,1.1,6389,474,4.5,16.5,1.0,38.6,0.5,0.8,38.3,1.0,1.6,37.3,2.4,3.9,38.1,1.0,1.6,39.9,1.0,1.5
04110,40462,2032,3.1,23.2,1.1,6918,682,6.0,46.6,3.4,130,95.0,44.3,5.4,3.8,17442,1511,5.3,27.3,2.2,15752,1272,4.9,17.3,1.3,72398,2598,2.2,38.8,1.3,11198,853,4.6,71.0,2.5,761,262,20.9,28.8,8.2,25141,1603,3.9,36.0,2.0,34586,1838,3.2,36.2,1.8,37404,1497,2.4,20.0,0.7,126382,2250,1.1,67.7,0.6,22853,968,2.6,12.2,0.5,2612,358,8.3,16.6,2.0,437,199,27.7,16.5,6.8,18328,1298,4.3,26.3,1.6,14904,902,3.7,15.6,0.9,11529,846,4.5,73.1,2.1,1860,360,11.8,70.4,19.3,46759,1645,2.1,67.0,0.7,64634,1660,1.6,67.7,0.9,1627,196,7.3,10.3,1.0,345,154,27.2,13.1,5.3,4724,541,7.0,6.8,0.7,15972,718,2.7,16.7,0.7,37.0,0.5,0.9,37.6,1.6,2.6,35.6,3.0,5.2,31.5,0.9,1.7,41.7,1.0,1.4
04111,38063,1981,3.2,27.4,1.3,12546,1165,5.6,35.0,2.9,339,236.0,42.4,4.1,2.8,21541,1646,4.6,36.7,2.5,3342,513,9.3,13.6,2.0,76406,2226,1.8,51.6,1.2,27358,1379,3.1,72.4,1.6,3493,695,12.1,40.1,6.3,31003,1831,3.6,48.5,2.2,6743,748,6.7,26.5,2.6,27838,1224,2.7,18.8,0.8,101725,1898,1.1,68.7,0.4,18559,734,2.4,12.5,0.4,6210,634,6.2,16.4,1.5,1496,319,13.0,17.2,3.0,14700,1145,4.7,23.0,1.6,3340,452,8.2,13.1,1.6,27384,1341,3.0,72.5,1.3,6489,786,7.4,74.4,12.8,43412,1594,2.2,68.0,3.6,15527,905,3.5,60.9,1.7,4177,357,5.2,11.1,0.8,736,207,17.1,8.4,2.1,5773,511,5.4,9.0,0.7,6623,448,4.1,26.0,1.1,37.4,0.8,1.2,37.3,1.7,2.7,37.2,1.9,3.0,33.7,1.0,1.9,49.1,1.7,2.1
04112,33448,2197,4.0,15.0,1.0,12096,1535,7.7,40.9,4.2,5435,882.0,9.9,4.0,0.6,14759,1531,6.3,41.9,3.5,841,311,22.5,19.7,6.5,101823,3286,2.0,42.9,1.3,24173,1860,4.7,75.3,1.4,47328,2254,2.9,32.6,1.4,18608,1482,4.8,48.8,2.6,1431,446,18.9,32.0,8.4,46466,1562,2.0,19.6,0.6,157793,2406,0.9,66.5,0.5,32902,985,1.8,13.9,0.4,6902,698,6.2,21.5,1.5,26217,1199,2.8,18.1,0.8,8851,937,6.4,23.2,2.0,713,235,20.0,16.0,4.5,21710,1738,4.9,67.6,1.9,95789,2010,1.3,66.0,0.7,25568,1773,4.2,67.1,2.4,2733,537,11.9,61.2,6.3,3492,465,8.1,10.9,1.2,23109,894,2.4,15.9,0.5,3711,442,7.2,9.7,1.0,1021,200,11.9,22.9,2.3,37.8,0.6,1.0,36.0,1.5,2.6,40.1,0.9,1.3,32.5,1.3,2.4,47.0,4.6,5.9
04113,17122,1584,5.6,13.6,1.2,6341,973,9.3,19.9,2.8,350,217.0,37.7,1.9,1.2,8422,920,6.6,26.5,2.4,1648,419,15.4,5.8,1.5,59531,2399,2.4,44.8,1.5,24526,1559,3.9,72.5,2.1,7631,887,7.1,40.6,3.8,12397,1176,5.8,36.5,2.6,4053,608,9.1,13.8,2.0,22853,1203,3.2,17.2,0.8,90437,2328,1.6,68.0,0.7,19634,872,2.7,14.8,0.6,5630,596,6.4,16.7,1.5,2632,496,11.5,14.0,2.4,7563,850,6.8,22.3,2.1,3420,530,9.4,11.6,1.7,24583,1527,3.8,72.7,1.8,13711,1002,4.4,73.0,1.4,23279,1414,3.7,68.6,5.9,17506,1186,4.1,59.5,2.8,3599,472,8.0,10.6,1.3,2438,274,6.8,13.0,1.1,3093,569,11.2,9.1,1.6,8474,582,4.2,28.8,1.4,40.9,0.8,1.2,37.7,1.6,2.6,42.4,1.9,2.7,34.1,1.5,2.7,52.6,1.7,2.0
04114,15643,1749,6.8,13.3,1.5,1324,369,16.9,31.1,5.9,1048,453.0,26.3,2.4,1.0,9819,1411,8.7,35.6,4.4,3242,709,13.3,8.1,1.7,35817,2306,3.9,27.9,1.6,3556,676,11.6,77.7,21.4,13329,1606,7.3,28.3,3.0,11868,1565,8.0,38.5,4.1,6435,1108,10.5,14.9,2.5,31554,1841,3.5,24.6,1.3,77583,1992,1.6,60.4,0.2,19341,750,2.4,15.1,0.4,767,256,20.3,16.8,4.5,11297,1104,5.9,24.0,2.0,8545,1149,8.2,27.7,3.1,9908,1156,7.1,23.0,2.4,2874,692,14.6,62.8,8.4,30453,1847,3.7,64.6,1.8,19343,1565,4.9,62.7,1.7,23221,1259,3.3,53.9,1.3,935,275,17.9,20.4,4.4,5358,579,6.6,11.4,1.1,2947,431,8.9,9.6,1.2,9944,648,4.0,23.1,1.0,36.1,0.9,1.5,44.0,8.0,11.1,33.8,1.3,2.3,30.8,1.6,3.2,44.5,2.0,2.7
