puma,units_occupied_0812_count,units_occupied_0812_count_moe,units_occupied_0812_count_cv,units_occupied_0812_pct,units_occupied_0812_pct_moe,units_notovercrowded_0812_count,units_notovercrowded_0812_count_moe,units_notovercrowded_0812_count_cv,units_notovercrowded_0812_pct,units_notovercrowded_0812_pct_moe,units_overcrowded_0812_count,units_overcrowded_0812_count_moe,units_overcrowded_0812_count_cv,units_overcrowded_0812_pct,units_overcrowded_0812_pct_moe,units_occupied_0812_wnh_count,units_occupied_0812_wnh_count_moe,units_occupied_0812_wnh_count_cv,units_occupied_0812_wnh_pct,units_occupied_0812_wnh_pct_moe,units_notovercrowded_0812_wnh_count,units_notovercrowded_0812_wnh_count_moe,units_notovercrowded_0812_wnh_count_cv,units_notovercrowded_0812_wnh_pct,units_notovercrowded_0812_wnh_pct_moe,units_overcrowded_0812_wnh_count,units_overcrowded_0812_wnh_count_moe,units_overcrowded_0812_wnh_count_cv,units_overcrowded_0812_wnh_pct,units_overcrowded_0812_wnh_pct_moe,units_occupied_0812_bnh_count,units_occupied_0812_bnh_count_moe,units_occupied_0812_bnh_count_cv,units_occupied_0812_bnh_pct,units_occupied_0812_bnh_pct_moe,units_notovercrowded_0812_bnh_count,units_notovercrowded_0812_bnh_count_moe,units_notovercrowded_0812_bnh_count_cv,units_notovercrowded_0812_bnh_pct,units_notovercrowded_0812_bnh_pct_moe,units_overcrowded_0812_bnh_count,units_overcrowded_0812_bnh_count_moe,units_overcrowded_0812_bnh_count_cv,units_overcrowded_0812_bnh_pct,units_overcrowded_0812_bnh_pct_moe,units_occupied_0812_hsp_count,units_occupied_0812_hsp_count_moe,units_occupied_0812_hsp_count_cv,units_occupied_0812_hsp_pct,units_occupied_0812_hsp_pct_moe,units_notovercrowded_0812_hsp_count,units_notovercrowded_0812_hsp_count_moe,units_notovercrowded_0812_hsp_count_cv,units_notovercrowded_0812_hsp_pct,units_notovercrowded_0812_hsp_pct_moe,units_overcrowded_0812_hsp_count,units_overcrowded_0812_hsp_count_moe,units_overcrowded_0812_hsp_count_cv,units_overcrowded_0812_hsp_pct,units_overcrowded_0812_hsp_pct_moe,units_occupied_0812_anh_count,units_occupied_0812_anh_count_moe,units_occupied_0812_anh_count_cv,units_occupied_0812_anh_pct,units_occupied_0812_anh_pct_moe,units_notovercrowded_0812_anh_count,units_notovercrowded_0812_anh_count_moe,units_notovercrowded_0812_anh_count_cv,units_notovercrowded_0812_anh_pct,units_notovercrowded_0812_anh_pct_moe,units_overcrowded_0812_anh_count,units_overcrowded_0812_anh_count_moe,units_overcrowded_0812_anh_count_cv,units_overcrowded_0812_anh_pct,units_overcrowded_0812_anh_pct_moe,units_occupied_1519_count,units_occupied_1519_count_moe,units_occupied_1519_count_cv,units_occupied_1519_pct,units_occupied_1519_pct_moe,units_notovercrowded_1519_count,units_notovercrowded_1519_count_moe,units_notovercrowded_1519_count_cv,units_notovercrowded_1519_pct,units_notovercrowded_1519_pct_moe,units_overcrowded_1519_count,units_overcrowded_1519_count_moe,units_overcrowded_1519_count_cv,units_overcrowded_1519_pct,units_overcrowded_1519_pct_moe,units_occupied_1519_wnh_count,units_occupied_1519_wnh_count_moe,units_occupied_1519_wnh_count_cv,units_occupied_1519_wnh_pct,units_occupied_1519_wnh_pct_moe,units_notovercrowded_1519_wnh_count,units_notovercrowded_1519_wnh_count_moe,units_notovercrowded_1519_wnh_count_cv,units_notovercrowded_1519_wnh_pct,units_notovercrowded_1519_wnh_pct_moe,units_overcrowded_1519_wnh_count,units_overcrowded_1519_wnh_count_moe,units_overcrowded_1519_wnh_count_cv,units_overcrowded_1519_wnh_pct,units_overcrowded_1519_wnh_pct_moe,units_occupied_1519_bnh_count,units_occupied_1519_bnh_count_moe,units_occupied_1519_bnh_count_cv,units_occupied_1519_bnh_pct,units_occupied_1519_bnh_pct_moe,units_notovercrowded_1519_bnh_count,units_notovercrowded_1519_bnh_count_moe,units_notovercrowded_1519_bnh_count_cv,units_notovercrowded_1519_bnh_pct,units_notovercrowded_1519_bnh_pct_moe,units_overcrowded_1519_bnh_count,units_overcrowded_1519_bnh_count_moe,units_overcrowded_1519_bnh_count_cv,units_overcrowded_1519_bnh_pct,units_overcrowded_1519_bnh_pct_moe,units_occupied_1519_hsp_count,units_occupied_1519_hsp_count_moe,units_occupied_1519_hsp_count_cv,units_occupied_1519_hsp_pct,units_occupied_1519_hsp_pct_moe,units_notovercrowded_1519_hsp_count,units_notovercrowded_1519_hsp_count_moe,units_notovercrowded_1519_hsp_count_cv,units_notovercrowded_1519_hsp_pct,units_notovercrowded_1519_hsp_pct_moe,units_overcrowded_1519_hsp_count,units_overcrowded_1519_hsp_count_moe,units_overcrowded_1519_hsp_count_cv,units_overcrowded_1519_hsp_pct,units_overcrowded_1519_hsp_pct_moe,units_occupied_1519_anh_count,units_occupied_1519_anh_count_moe,units_occupied_1519_anh_count_cv,units_occupied_1519_anh_pct,units_occupied_1519_anh_pct_moe,units_notovercrowded_1519_anh_count,units_notovercrowded_1519_anh_count_moe,units_notovercrowded_1519_anh_count_cv,units_notovercrowded_1519_anh_pct,units_notovercrowded_1519_anh_pct_moe,units_overcrowded_1519_anh_count,units_overcrowded_1519_anh_count_moe,units_overcrowded_1519_anh_count_cv,units_overcrowded_1519_anh_pct,units_overcrowded_1519_anh_pct_moe
04012,47087,618,0.8,100,,38510,786,1.2,81.8,1.3,8577,540,3.8,18.2,1.1,14672,749,3.1,100,,14006,775,3.4,95.5,2.0,666,208.0,19.0,4.5,1.4,1700,386,13.8,100,,1618,373,14.0,95.2,3.7,82,109.0,80.5,4.8,6.3,18592,939,3.1,100,,14731,925,3.8,79.2,3.0,3861,505,8.0,20.8,2.5,11444,626,3.3,100,,7515,586,4.7,65.7,3.6,3929,370,5.7,34.3,2.6,44399,544,0.7,100,,35735,798,1.4,80.5,1.5,8664,669,4.7,19.5,1.5,14586,617,2.6,100,,13646,611,2.7,93.6,1.4,940,246,15.9,6.4,1.7,1344,334,15.1,100,,1313,347,16.0,97.7,8.6,31,50.0,98.3,2.3,3.7,15731,693,2.7,100,,12026,731,3.7,76.4,3.2,3705,478,7.8,23.6,2.9,11819,558,2.9,100,,7908,592,4.5,66.9,3.9,3911,434,6.8,33.1,3.3
04013,49956,519,0.6,100,,45564,677,0.9,91.2,1.0,4392,524,7.3,8.8,1.0,34796,816,1.4,100,,33030,859,1.6,94.9,1.1,1766,326.0,11.2,5.1,0.9,646,200,18.8,100,,646,200,18.8,100.0,,0,,,,,6347,691,6.6,100,,5696,719,7.7,89.7,5.7,651,283,26.4,10.3,4.3,7580,613,4.9,100,,5758,641,6.8,76.0,5.8,1822,297,9.9,24.0,3.4,47718,553,0.7,100,,43419,697,1.0,91.0,1.0,4299,493,7.0,9.0,1.0,29895,700,1.4,100,,28444,696,1.5,95.1,0.7,1451,288,12.1,4.9,1.0,1093,243,13.5,100,,989,253,15.6,90.5,11.5,104,84.0,49.2,9.5,7.4,7116,577,4.9,100,,6125,564,5.6,86.1,3.8,991,285,17.5,13.9,3.8,8520,489,3.5,100,,6844,466,4.1,80.3,2.9,1676,251,9.1,19.7,2.7
04014,46968,648,0.8,100,,37935,805,1.3,80.8,1.3,9033,642,4.3,19.2,1.3,33682,778,1.4,100,,27870,707,1.5,82.7,0.9,5812,538.0,5.6,17.3,1.5,1332,325,14.8,100,,1275,320,15.3,95.7,5.8,57,56.0,59.9,4.3,4.1,5559,545,6.0,100,,4357,504,7.0,78.4,4.8,1202,291,14.7,21.6,4.8,5875,457,4.7,100,,4000,441,6.7,68.1,5.3,1875,355,11.5,31.9,5.5,44133,530,0.7,100,,35302,853,1.5,80.0,1.7,8831,740,5.1,20.0,1.7,31012,711,1.4,100,,25307,807,1.9,81.6,1.8,5705,580,6.2,18.4,1.8,1293,335,15.8,100,,1272,341,16.3,98.4,6.8,21,35.0,100.6,1.6,2.7,4994,487,5.9,100,,4134,499,7.3,82.8,5.9,860,249,17.6,17.2,4.7,5946,488,5.0,100,,3916,429,6.7,65.9,4.8,2030,324,9.7,34.1,4.7
04015,55913,578,0.6,100,,48656,860,1.1,87.0,1.2,7257,654,5.5,13.0,1.2,23877,854,2.2,100,,21977,901,2.5,92.0,1.8,1900,330.0,10.6,8.0,1.4,20009,848,2.6,100,,17318,900,3.2,86.6,2.6,2691,419.0,9.5,13.4,2.0,7226,695,5.8,100,,5853,652,6.8,81.0,4.6,1373,348,15.4,19.0,4.5,3788,393,6.3,100,,2615,385,8.9,69.0,7.2,1173,284,14.7,31.0,6.8,57254,598,0.6,100,,49305,841,1.0,86.1,1.2,7949,728,5.6,13.9,1.3,25178,913,2.2,100,,23199,909,2.4,92.1,1.4,1979,377,11.6,7.9,1.5,18246,729,2.4,100,,15626,775,3.0,85.6,2.5,2620,474.0,11.0,14.4,2.5,7811,803,6.3,100,,6393,717,6.8,81.8,3.7,1418,407,17.4,18.2,4.9,4376,507,7.0,100,,2624,362,8.4,60.0,4.5,1752,308,10.7,40.0,5.3
04016,55527,585,0.6,100,,52088,780,0.9,93.8,1.0,3439,476,8.4,6.2,0.9,43063,846,1.2,100,,41104,869,1.3,95.5,0.7,1959,394.0,12.2,4.5,0.9,2032,452,13.5,100,,1893,449,14.4,93.2,7.6,139,102.0,44.4,6.8,4.8,3485,498,8.7,100,,3282,492,9.1,94.2,4.3,203,117,34.9,5.8,3.2,6321,616,5.9,100,,5305,592,6.8,83.9,4.6,1016,275,16.5,16.1,4.1,55971,620,0.7,100,,50293,732,0.9,89.9,0.8,5678,548,5.9,10.1,1.0,40382,908,1.4,100,,37386,905,1.5,92.6,0.8,2996,432,8.8,7.4,1.1,2260,401,10.8,100,,2067,427,12.5,91.5,9.6,193,118.0,37.1,8.5,5.0,4354,519,7.2,100,,3619,519,8.7,83.1,6.6,735,221,18.3,16.9,4.7,7812,532,4.1,100,,6487,535,5.0,83.0,3.9,1325,300,13.8,17.0,3.7
04017,62180,657,0.6,100,,56027,920,1.0,90.1,1.1,6153,637,6.3,9.9,1.0,36823,919,1.5,100,,34887,967,1.7,94.7,1.1,1936,330.0,10.4,5.3,0.9,561,176,19.1,100,,527,173,20.0,93.9,9.3,34,43.0,76.1,6.1,7.3,7033,677,5.9,100,,5982,685,7.0,85.1,5.3,1051,290,16.8,14.9,3.9,17127,631,2.2,100,,14209,766,3.3,83.0,3.3,2918,458,9.5,17.0,2.6,63678,585,0.6,100,,54601,815,0.9,85.7,1.0,9077,757,5.1,14.3,1.2,30844,811,1.6,100,,28446,795,1.7,92.2,0.9,2398,355,9.0,7.8,1.1,723,200,16.8,100,,673,202,18.2,93.1,10.9,50,52.0,63.5,6.9,7.0,8518,728,5.2,100,,6272,608,5.9,73.6,3.4,2246,362,9.8,26.4,3.6,21929,788,2.2,100,,17977,860,2.9,82.0,2.6,3952,459,7.1,18.0,2.0
04018,44073,591,0.8,100,,40974,736,1.1,93.0,1.1,3099,505,9.9,7.0,1.1,30174,771,1.6,100,,28661,839,1.8,95.0,1.4,1513,332.0,13.3,5.0,1.1,4657,445,5.8,100,,4447,440,6.0,95.5,2.4,210,134.0,38.8,4.5,2.8,4972,585,7.1,100,,4330,590,8.3,87.1,6.0,642,229,21.7,12.9,4.4,3973,479,7.3,100,,3258,429,8.0,82.0,4.3,715,231,19.7,18.0,5.4,45962,554,0.7,100,,41327,735,1.1,89.9,1.2,4635,573,7.5,10.1,1.2,29903,886,1.8,100,,27654,948,2.1,92.5,1.6,2249,466,12.6,7.5,1.5,4838,596,7.5,100,,4561,601,8.0,94.3,4.4,277,218.0,47.9,5.7,4.5,5507,640,7.1,100,,4765,635,8.1,86.5,5.6,742,252,20.7,13.5,4.3,4589,469,6.2,100,,3463,442,7.8,75.5,5.8,1126,262,14.1,24.5,5.1
04101,73052,799,0.7,100,,67734,905,0.8,92.7,0.7,5318,605,6.9,7.3,0.8,40797,1045,1.6,100,,39262,1055,1.6,96.2,0.8,1535,333.0,13.2,3.8,0.8,4905,500,6.2,100,,4674,500,6.5,95.3,3.1,231,128.0,33.6,4.7,2.6,17493,924,3.2,100,,15223,920,3.7,87.0,2.6,2270,397,10.6,13.0,2.2,8280,769,5.6,100,,7218,695,5.9,87.2,2.2,1062,247,14.1,12.8,2.7,71009,1022,0.9,100,,65852,1058,1.0,92.7,0.7,5157,536,6.3,7.3,0.7,39652,1079,1.7,100,,37977,1075,1.7,95.8,0.8,1675,341,12.4,4.2,0.9,4554,475,6.3,100,,4141,498,7.3,90.9,5.4,413,171.0,25.2,9.1,3.6,15327,716,2.8,100,,13723,758,3.4,89.5,2.6,1604,292,11.1,10.5,1.8,9800,744,4.6,100,,8432,642,4.6,86.0,0.4,1368,275,12.2,14.0,2.6
04102,54292,729,0.8,100,,43577,1058,1.5,80.3,1.6,10715,971,5.5,19.7,1.8,9590,694,4.4,100,,9105,693,4.6,94.9,2.2,485,205.0,25.7,5.1,2.1,3708,514,8.4,100,,3531,514,8.9,95.2,4.2,177,130.0,44.8,4.8,3.5,31049,1086,2.1,100,,22882,1291,3.4,73.7,3.3,8167,811,6.0,26.3,2.4,9071,801,5.4,100,,7257,809,6.8,80.0,5.4,1814,375,12.6,20.0,3.7,52441,802,0.9,100,,42692,944,1.3,81.4,1.3,9749,779,4.9,18.6,1.5,8139,616,4.6,100,,7771,624,4.9,95.5,2.6,368,141,23.3,4.5,1.7,3312,402,7.4,100,,3123,413,8.0,94.3,5.0,189,109.0,35.2,5.7,3.2,31016,1112,2.2,100,,23688,1096,2.8,76.4,2.2,7328,687,5.7,23.6,2.0,9309,650,4.2,100,,7515,664,5.4,80.7,4.4,1794,301,10.2,19.3,2.9
04103,88320,789,0.5,100,,80428,1003,0.8,91.1,0.8,7892,669,5.2,8.9,0.8,33141,929,1.7,100,,32630,967,1.8,98.5,0.9,511,196.0,23.3,1.5,0.6,2056,378,11.2,100,,1946,376,11.7,94.6,5.7,110,98.0,54.1,5.4,4.7,12161,1021,5.1,100,,10643,1041,5.9,87.5,4.4,1518,293,11.7,12.5,2.2,38955,1223,1.9,100,,33476,1202,2.2,85.9,1.5,5479,541,6.0,14.1,1.3,86782,858,0.6,100,,78722,1082,0.8,90.7,0.9,8060,834,6.3,9.3,1.0,26860,990,2.2,100,,26301,1002,2.3,97.9,0.9,559,209,22.8,2.1,0.8,1643,297,11.0,100,,1505,309,12.5,91.6,8.9,138,107.0,47.1,8.4,6.3,12790,1012,4.8,100,,11301,1015,5.5,88.4,3.8,1489,432,17.6,11.6,3.2,43983,1135,1.6,100,,38324,1260,2.0,87.1,1.8,5659,580,6.2,12.9,1.3
04104,44125,524,0.7,100,,43126,574,0.8,97.7,0.6,999,260,15.8,2.3,0.6,24789,725,1.8,100,,24553,771,1.9,99.0,1.1,236,125.0,32.3,1.0,0.5,845,275,19.8,100,,845,275,19.8,100.0,,0,,,,,3862,475,7.5,100,,3738,465,7.6,96.8,1.7,124,94,46.0,3.2,2.4,13983,709,3.1,100,,13357,718,3.3,95.5,1.7,626,219,21.2,4.5,1.5,43388,453,0.6,100,,41873,526,0.8,96.5,0.7,1515,305,12.2,3.5,0.7,20763,723,2.1,100,,20427,729,2.2,98.4,0.8,336,151,27.3,1.6,0.7,1073,252,14.3,100,,1066,252,14.4,99.3,2.4,7,16.0,138.8,0.7,1.5,4284,548,7.8,100,,4029,553,8.3,94.0,4.7,255,127,30.3,6.0,2.9,16531,585,2.1,100,,15614,589,2.3,94.5,1.2,917,248,16.4,5.5,1.5
04105,61002,622,0.6,100,,58341,750,0.8,95.6,0.7,2661,393,9.0,4.4,0.6,12062,680,3.4,100,,12027,677,3.4,99.7,7.9,35,39.0,68.2,0.3,0.3,33392,855,1.6,100,,31731,938,1.8,95.0,1.4,1661,363.0,13.3,5.0,1.1,5880,668,6.9,100,,5581,693,7.5,94.9,4.7,299,162,32.9,5.1,2.7,7451,542,4.4,100,,6953,561,4.9,93.3,3.2,498,146,17.8,6.7,1.9,61092,676,0.7,100,,57993,787,0.8,94.9,0.7,3099,382,7.5,5.1,0.6,9986,691,4.2,100,,9876,693,4.3,98.9,1.2,110,80,44.3,1.1,0.8,32613,962,1.8,100,,31113,961,1.9,95.4,0.9,1500,298.0,12.1,4.6,0.9,6663,574,5.2,100,,6070,618,6.2,91.1,4.9,593,261,26.7,8.9,3.8,8302,524,3.8,100,,7519,553,4.5,90.6,3.4,783,191,14.8,9.4,2.2
04106,54726,563,0.6,100,,50684,801,1.0,92.6,1.1,4042,577,8.7,7.4,1.1,20287,954,2.9,100,,19393,964,3.0,95.6,1.5,894,261.0,17.7,4.4,1.3,7981,611,4.7,100,,7728,641,5.0,96.8,3.1,253,166.0,39.8,3.2,2.1,9414,722,4.7,100,,8691,750,5.2,92.3,3.6,723,236,19.9,7.7,2.4,15412,961,3.8,100,,13378,895,4.1,86.8,2.1,2034,400,12.0,13.2,2.5,55492,522,0.6,100,,50521,846,1.0,91.0,1.3,4971,622,7.6,9.0,1.1,17813,858,2.9,100,,17011,826,3.0,95.5,0.6,802,284,21.5,4.5,1.6,8194,840,6.2,100,,7796,908,7.1,95.1,5.2,398,184.0,28.1,4.9,2.2,10601,985,5.7,100,,9764,999,6.2,92.1,3.9,837,342,24.8,7.9,3.1,16253,1035,3.9,100,,13600,1035,4.6,83.7,3.5,2653,419,9.6,16.3,2.4
04107,43741,562,0.8,100,,35313,1073,1.8,80.7,2.2,8428,909,6.6,19.3,2.1,4725,515,6.6,100,,4422,492,6.8,93.6,2.1,303,164.0,33.0,6.4,3.4,3517,445,7.7,100,,2947,437,9.0,83.8,6.5,570,284.0,30.3,16.2,7.8,20556,880,2.6,100,,15840,1041,4.0,77.1,3.8,4716,628,8.1,22.9,2.9,14247,796,3.4,100,,11458,787,4.2,80.4,3.2,2789,439,9.6,19.6,2.9,42764,666,0.9,100,,33662,928,1.7,78.7,1.8,9102,812,5.4,21.3,1.9,3695,517,8.5,100,,3327,508,9.3,90.0,5.5,368,161,26.5,10.0,4.1,2797,490,10.7,100,,2434,471,11.8,87.0,7.2,363,230.0,38.5,13.0,7.9,20913,923,2.7,100,,15270,927,3.7,73.0,3.0,5643,614,6.6,27.0,2.7,14427,870,3.7,100,,11823,875,4.5,82.0,3.5,2604,367,8.6,18.0,2.3
04108,51225,520,0.6,100,,48737,610,0.8,95.1,0.7,2488,489,12.0,4.9,1.0,30568,860,1.7,100,,29397,898,1.9,96.2,1.1,1171,328.0,17.0,3.8,1.1,1193,338,17.2,100,,1193,338,17.2,100.0,,0,,,,,6669,767,7.0,100,,6308,743,7.2,94.6,2.4,361,210,35.3,5.4,3.1,11422,733,3.9,100,,10553,732,4.2,92.4,2.4,869,287,20.1,7.6,2.5,51831,584,0.7,100,,48198,699,0.9,93.0,0.8,3633,559,9.4,7.0,1.1,27409,886,2.0,100,,25975,920,2.2,94.8,1.4,1434,376,15.9,5.2,1.4,1500,347,14.1,100,,1433,346,14.7,95.5,6.6,67,58.0,52.9,4.5,3.7,7226,691,5.8,100,,6747,725,6.5,93.4,4.6,479,215,27.3,6.6,2.9,14161,839,3.6,100,,12687,916,4.4,89.6,3.7,1474,298,12.3,10.4,2.0
04109,51040,598,0.7,100,,44784,849,1.2,87.7,1.3,6256,781,7.6,12.3,1.5,19118,876,2.8,100,,18321,824,2.7,95.8,6.2,797,286.0,21.8,4.2,1.5,955,211,13.4,100,,849,207,14.8,88.9,9.2,106,94.0,53.9,11.1,9.5,14700,825,3.4,100,,12144,806,4.0,82.6,2.9,2556,472,11.2,17.4,3.1,15586,950,3.7,100,,12812,896,4.3,82.2,2.8,2774,462,10.1,17.8,2.8,53751,803,0.9,100,,47581,961,1.2,88.5,1.2,6170,591,5.8,11.5,1.1,19920,1025,3.1,100,,19150,1011,3.2,96.1,1.1,770,244,19.3,3.9,1.2,1089,275,15.3,100,,1075,271,15.3,98.7,35.2,14,24.0,105.3,1.3,2.2,14950,980,4.0,100,,12888,964,4.5,86.2,3.1,2062,376,11.1,13.8,2.3,16521,810,3.0,100,,13323,821,3.7,80.6,3.0,3198,421,8.0,19.4,2.4
04110,61169,766,0.8,100,,58026,874,0.9,94.9,0.8,3143,486,9.4,5.1,0.8,38030,894,1.4,100,,37313,903,1.5,98.1,0.6,717,178.0,15.1,1.9,0.5,785,276,21.3,100,,764,274,21.8,97.3,7.1,21,34.0,97.6,2.7,4.2,18185,898,3.0,100,,16269,985,3.7,89.5,3.1,1916,420,13.3,10.5,2.3,3763,492,8.0,100,,3300,495,9.1,87.7,6.4,463,186,24.4,12.3,4.7,62374,639,0.6,100,,58486,793,0.8,93.8,0.8,3888,549,8.6,6.2,0.9,36868,887,1.5,100,,35684,905,1.5,96.8,0.8,1184,273,14.0,3.2,0.7,922,229,15.1,100,,876,213,14.8,95.0,33.1,46,50.0,66.5,5.0,5.3,19167,915,2.9,100,,16959,985,3.5,88.5,2.9,2208,417,11.5,11.5,2.1,4625,423,5.6,100,,4204,409,5.9,90.9,3.0,421,119,17.2,9.1,2.4
04111,44733,539,0.7,100,,40498,663,1.0,90.5,1.0,4235,549,7.9,9.5,1.2,12660,628,3.0,100,,12248,610,3.0,96.7,0.4,412,176.0,26.0,3.3,1.4,3359,494,8.9,100,,3036,457,9.1,90.4,2.9,323,163.0,30.7,9.6,4.6,16562,917,3.4,100,,14900,950,3.9,90.0,2.8,1662,346,12.7,10.0,2.0,9192,588,3.9,100,,7713,588,4.6,83.9,3.5,1479,281,11.5,16.1,2.9,43844,598,0.8,100,,39592,766,1.2,90.3,1.2,4252,471,6.7,9.7,1.1,11012,511,2.8,100,,10466,530,3.1,95.0,1.9,546,190,21.1,5.0,1.7,2850,355,7.6,100,,2621,364,8.4,92.0,5.7,229,117.0,31.0,8.0,4.0,16744,775,2.8,100,,14748,784,3.2,88.1,2.3,1996,327,10.0,11.9,1.9,10125,522,3.1,100,,8979,568,3.8,88.7,3.3,1146,230,12.2,11.3,2.2
04112,69210,818,0.7,100,,62857,964,0.9,90.8,0.9,6353,697,6.7,9.2,1.0,997,243,14.8,100,,957,249,15.8,96.0,8.7,40,44.0,67.6,4.0,4.4,47626,1048,1.3,100,,44824,1114,1.5,94.1,1.1,2802,476.0,10.3,5.9,1.0,10271,695,4.1,100,,8424,684,4.9,82.0,3.7,1847,363,11.9,18.0,3.3,5987,484,4.9,100,,4760,507,6.5,79.5,5.5,1227,261,12.9,20.5,4.0,72300,913,0.8,100,,65368,1035,1.0,90.4,0.9,6932,591,5.2,9.6,0.8,1303,301,14.1,100,,1180,264,13.6,90.6,29.1,123,91,45.0,9.4,6.6,47783,933,1.2,100,,45422,997,1.3,95.1,1.0,2361,358.0,9.2,4.9,0.7,10158,716,4.3,100,,8264,607,4.5,81.4,1.7,1894,356,11.4,18.6,3.3,8368,707,5.1,100,,6360,651,6.2,76.0,4.4,2008,333,10.1,24.0,3.4
04113,40129,510,0.8,100,,37072,708,1.2,92.4,1.3,3057,477,9.5,7.6,1.2,13437,779,3.5,100,,13135,768,3.6,97.8,0.8,302,156.0,31.4,2.2,1.2,5887,556,5.7,100,,5392,576,6.5,91.6,4.6,495,196.0,24.0,8.4,3.2,9126,775,5.2,100,,8295,775,5.7,90.9,3.5,831,248,18.2,9.1,2.6,6213,594,5.8,100,,5305,565,6.5,85.4,4.0,908,215,14.4,14.6,3.2,39105,607,0.9,100,,36806,716,1.2,94.1,1.1,2299,362,9.6,5.9,0.9,11991,683,3.5,100,,11797,691,3.6,98.4,1.4,194,139,43.5,1.6,1.2,5541,478,5.2,100,,5324,475,5.4,96.1,2.2,217,90.0,25.2,3.9,1.6,8936,636,4.3,100,,8470,664,4.8,94.8,3.1,466,158,20.7,5.2,1.7,8231,530,3.9,100,,7243,613,5.1,88.0,4.8,988,235,14.4,12.0,2.7
04114,39548,602,0.9,100,,35937,796,1.3,90.9,1.5,3611,586,9.9,9.1,1.5,15762,684,2.6,100,,15201,695,2.8,96.4,1.4,561,230.0,24.9,3.6,1.5,14966,810,3.3,100,,13441,800,3.6,89.8,2.2,1525,365.0,14.5,10.2,2.4,7331,713,5.9,100,,6004,666,6.7,81.9,4.4,1327,402,18.4,18.1,5.2,739,321,26.4,100,,631,329,31.7,85.4,24.7,108,92,51.7,14.6,10.7,42788,526,0.7,100,,39621,805,1.2,92.6,1.5,3167,593,11.4,7.4,1.4,15950,795,3.0,100,,15387,768,3.0,96.5,0.3,563,187,20.2,3.5,1.2,15388,886,3.5,100,,14198,933,4.0,92.3,2.9,1190,338.0,17.2,7.7,2.1,9470,888,5.7,100,,8321,928,6.8,87.9,5.3,1149,374,19.8,12.1,3.8,1390,350,15.3,100,,1277,340,16.2,91.9,8.1,113,89,47.8,8.1,6.1
