puma,age_p25pl_count,age_p25pl_count_moe,age_p25pl_count_cv,age_p25pl_pct,age_p25pl_pct_moe,edu_lths_count,edu_lths_count_moe,edu_lths_count_cv,edu_lths_pct,edu_lths_pct_moe,edu_hsgrd_count,edu_hsgrd_count_moe,edu_hsgrd_count_cv,edu_hsgrd_pct,edu_hsgrd_pct_moe,edu_sclga_count,edu_sclga_count_moe,edu_sclga_count_cv,edu_sclga_pct,edu_sclga_pct_moe,edu_bchd_count,edu_bchd_count_moe,edu_bchd_count_cv,edu_bchd_pct,edu_bchd_pct_moe,age_p25pl_wnh_count,age_p25pl_wnh_count_moe,age_p25pl_wnh_count_cv,age_p25pl_wnh_pct,age_p25pl_wnh_pct_moe,edu_lths_wnh_count,edu_lths_wnh_count_moe,edu_lths_wnh_count_cv,edu_lths_wnh_pct,edu_lths_wnh_pct_moe,edu_hsgrd_wnh_count,edu_hsgrd_wnh_count_moe,edu_hsgrd_wnh_count_cv,edu_hsgrd_wnh_pct,edu_hsgrd_wnh_pct_moe,edu_sclga_wnh_count,edu_sclga_wnh_count_moe,edu_sclga_wnh_count_cv,edu_sclga_wnh_pct,edu_sclga_wnh_pct_moe,edu_bchd_wnh_count,edu_bchd_wnh_count_moe,edu_bchd_wnh_count_cv,edu_bchd_wnh_pct,edu_bchd_wnh_pct_moe,age_p25pl_bnh_count,age_p25pl_bnh_count_moe,age_p25pl_bnh_count_cv,age_p25pl_bnh_pct,age_p25pl_bnh_pct_moe,edu_lths_bnh_count,edu_lths_bnh_count_moe,edu_lths_bnh_count_cv,edu_lths_bnh_pct,edu_lths_bnh_pct_moe,edu_hsgrd_bnh_count,edu_hsgrd_bnh_count_moe,edu_hsgrd_bnh_count_cv,edu_hsgrd_bnh_pct,edu_hsgrd_bnh_pct_moe,edu_sclga_bnh_count,edu_sclga_bnh_count_moe,edu_sclga_bnh_count_cv,edu_sclga_bnh_pct,edu_sclga_bnh_pct_moe,edu_bchd_bnh_count,edu_bchd_bnh_count_moe,edu_bchd_bnh_count_cv,edu_bchd_bnh_pct,edu_bchd_bnh_pct_moe,age_p25pl_anh_count,age_p25pl_anh_count_moe,age_p25pl_anh_count_cv,age_p25pl_anh_pct,age_p25pl_anh_pct_moe,edu_lths_anh_count,edu_lths_anh_count_moe,edu_lths_anh_count_cv,edu_lths_anh_pct,edu_lths_anh_pct_moe,edu_hsgrd_anh_count,edu_hsgrd_anh_count_moe,edu_hsgrd_anh_count_cv,edu_hsgrd_anh_pct,edu_hsgrd_anh_pct_moe,edu_sclga_anh_count,edu_sclga_anh_count_moe,edu_sclga_anh_count_cv,edu_sclga_anh_pct,edu_sclga_anh_pct_moe,edu_bchd_anh_count,edu_bchd_anh_count_moe,edu_bchd_anh_count_cv,edu_bchd_anh_pct,edu_bchd_anh_pct_moe,age_p25pl_hsp_count,age_p25pl_hsp_count_moe,age_p25pl_hsp_count_cv,age_p25pl_hsp_pct,age_p25pl_hsp_pct_moe,edu_lths_hsp_count,edu_lths_hsp_count_moe,edu_lths_hsp_count_cv,edu_lths_hsp_pct,edu_lths_hsp_pct_moe,edu_hsgrd_hsp_count,edu_hsgrd_hsp_count_moe,edu_hsgrd_hsp_count_cv,edu_hsgrd_hsp_pct,edu_hsgrd_hsp_pct_moe,edu_sclga_hsp_count,edu_sclga_hsp_count_moe,edu_sclga_hsp_count_cv,edu_sclga_hsp_pct,edu_sclga_hsp_pct_moe,edu_bchd_hsp_count,edu_bchd_hsp_count_moe,edu_bchd_hsp_count_cv,edu_bchd_hsp_pct,edu_bchd_hsp_pct_moe
03801,141812,2128,0.9,100,,62773,1982,1.9,44.3,1.2,27521,1448,3.2,19.4,1.0,24530,1378,3.4,17.3,0.9,26988,1436,3.2,19.0,1.0,21851,1309,3.6,100,,2842,494,10.6,13.0,2.1,3620,556,9.3,16.6,2.3,3739,565,9.2,17.1,2.4,11650,980,5.1,53.3,3.1,14180,1074,4.6,100,,4339,608,8.5,30.6,3.6,3299,531,9.8,23.3,3.3,3270,529,9.8,23.1,3.3,3272,529,9.8,23.1,3.3,4044,587,8.8,100,,908,280,18.8,22.5,6.1,842,270,19.5,20.8,6.0,388,183,28.7,9.6,4.3,1906,405,12.9,47.1,7.3,98853,2191,1.3,100,,53736,1884,2.1,54.4,1.5,19297,1238,3.9,19.5,1.2,16426,1150,4.3,16.6,1.1,9394,884,5.7,9.5,0.9
03802,78185,1597,1.2,100,,25451,1327,3.2,32.6,1.6,14210,1046,4.5,18.2,1.3,13541,1024,4.6,17.3,1.3,24983,1318,3.2,32.0,1.6,16862,1126,4.1,100,,776,259,20.3,4.6,1.5,891,277,18.9,5.3,1.6,1874,400,13.0,11.1,2.3,13321,1017,4.6,79.0,2.9,24572,1310,3.2,100,,7151,765,6.5,29.1,2.7,6598,737,6.8,26.9,2.6,6147,713,7.0,25.0,2.6,4676,625,8.1,19.0,2.3,4284,600,8.5,100,,539,216,24.4,12.6,4.7,465,201,26.2,10.9,4.4,346,173,30.4,8.1,3.9,2934,499,10.3,68.5,6.6,29927,1407,2.9,100,,16251,1108,4.1,54.3,2.7,5717,689,7.3,19.1,2.1,4624,622,8.2,15.5,1.9,3335,531,9.7,11.1,1.7
03803,70144,1496,1.3,100,,24973,1297,3.2,35.6,1.7,18527,1158,3.8,26.4,1.6,16406,1102,4.1,23.4,1.5,10238,899,5.3,14.6,1.2,1742,386,13.5,100,,156,116,45.3,9.0,6.4,378,181,29.1,21.7,9.2,262,151,35.0,15.0,8.0,946,285,18.3,54.3,11.1,54774,1552,1.7,100,,18141,1148,3.8,33.1,1.9,15479,1076,4.2,28.3,1.8,13374,1011,4.6,24.4,1.7,7780,793,6.2,14.2,1.4,914,281,18.7,100,,273,154,34.3,29.9,14.1,90,88,59.7,9.8,9.2,98,92,57.2,10.7,9.5,453,198,26.6,49.6,15.4,10269,900,5.3,100,,5608,680,7.4,54.6,4.6,1963,409,12.7,19.1,3.6,1936,407,12.8,18.9,3.6,762,256,20.5,7.4,2.4
03804,72237,1557,1.3,100,,32761,1433,2.7,45.4,1.7,16983,1124,4.0,23.5,1.5,12790,995,4.7,17.7,1.3,9703,880,5.5,13.4,1.2,6525,732,6.8,100,,731,251,20.9,11.2,3.6,964,288,18.2,14.8,4.1,1053,301,17.4,16.1,4.2,3777,564,9.1,57.9,5.7,25684,1321,3.1,100,,9530,872,5.6,37.1,2.8,7643,788,6.3,29.8,2.7,5698,686,7.3,22.2,2.4,2813,488,10.6,11.0,1.8,1633,374,13.9,100,,363,177,29.7,22.2,9.6,212,136,38.9,13.0,7.8,180,125,42.2,11.0,7.2,878,275,19.1,53.8,11.5,36419,1478,2.5,100,,21498,1236,3.5,59.0,2.4,7651,788,6.3,21.0,2.0,5300,663,7.6,14.6,1.7,1970,410,12.7,5.4,1.1
03805,177995,1664,0.6,100,,8419,839,6.1,4.7,0.5,13679,1055,4.7,7.7,0.6,22302,1319,3.6,12.5,0.7,133595,2111,1.0,75.1,1.0,148805,2014,0.8,100,,4402,612,8.5,3.0,0.4,10194,919,5.5,6.9,0.6,18069,1200,4.0,12.1,0.8,116140,2165,1.1,78.0,1.0,4724,634,8.2,100,,847,271,19.4,17.9,5.2,948,286,18.4,20.1,5.4,739,253,20.8,15.6,4.9,2190,434,12.0,46.4,6.8,11354,967,5.2,100,,913,281,18.7,8.0,2.4,710,248,21.2,6.3,2.1,991,293,18.0,8.7,2.5,8740,854,5.9,77.0,3.7,10503,932,5.4,100,,2031,418,12.5,19.3,3.6,1514,361,14.5,14.4,3.2,2000,415,12.6,19.0,3.6,4958,649,8.0,47.2,4.5
03806,156835,1627,0.6,100,,14871,1092,4.5,9.5,0.7,14839,1091,4.5,9.5,0.7,20639,1266,3.7,13.2,0.8,106486,2047,1.2,67.9,1.1,110834,2036,1.1,100,,3283,530,9.8,3.0,0.5,6700,750,6.8,6.0,0.7,12070,992,5.0,10.9,0.9,88781,2048,1.4,80.1,1.1,13121,1031,4.8,100,,3064,512,10.2,23.4,3.4,2509,464,11.2,19.1,3.2,3270,529,9.8,24.9,3.5,4278,603,8.6,32.6,3.8,8690,849,5.9,100,,374,180,29.3,4.3,2.0,633,234,22.5,7.3,2.6,938,285,18.5,10.8,3.1,6745,752,6.8,77.6,4.2,20631,1266,3.7,100,,7873,810,6.3,38.2,3.2,4471,616,8.4,21.7,2.7,3484,545,9.5,16.9,2.4,4803,638,8.1,23.3,2.7
03807,100807,1260,0.8,100,,10936,931,5.2,10.8,0.9,11465,950,5.0,11.4,0.9,16382,1111,4.1,16.3,1.1,62024,1635,1.6,61.5,1.4,68549,1625,1.4,100,,2934,499,10.3,4.3,0.7,6409,727,6.9,9.3,1.0,10486,913,5.3,15.3,1.3,48720,1599,2.0,71.1,1.6,5949,701,7.2,100,,1334,339,15.4,22.4,5.0,1236,326,16.0,20.8,4.9,1159,316,16.6,19.5,4.8,2220,435,11.9,37.3,5.8,8896,847,5.8,100,,964,288,18.2,10.8,3.1,649,237,22.2,7.3,2.6,1441,352,14.8,16.2,3.6,5842,695,7.2,65.7,4.7,14268,1047,4.5,100,,5325,665,7.6,37.3,3.8,2618,472,11.0,18.3,3.0,2682,477,10.8,18.8,3.0,3643,554,9.2,25.5,3.4
03808,119851,1332,0.7,100,,5393,672,7.6,4.5,0.6,11077,943,5.2,9.2,0.8,20058,1225,3.7,16.7,1.0,83323,1751,1.3,69.5,1.2,93072,1696,1.1,100,,2221,436,11.9,2.4,0.5,7357,779,6.4,7.9,0.8,15498,1096,4.3,16.7,1.1,67996,1769,1.6,73.1,1.4,4429,611,8.4,100,,697,246,21.4,15.7,5.1,623,232,22.7,14.1,4.9,1098,308,17.0,24.8,6.0,2011,415,12.5,45.4,7.0,12042,979,4.9,100,,790,261,20.1,6.6,2.1,956,287,18.3,7.9,2.3,1203,322,16.3,10.0,2.5,9093,860,5.8,75.5,3.7,7756,799,6.3,100,,1590,370,14.1,20.5,4.3,1473,356,14.7,19.0,4.2,1772,390,13.4,22.8,4.4,2921,499,10.4,37.7,5.1
03809,118881,1732,0.9,100,,50488,1751,2.1,42.5,1.3,19227,1216,3.8,16.2,1.0,17233,1159,4.1,14.5,1.0,31933,1499,2.9,26.9,1.2,38298,1602,2.5,100,,4028,584,8.8,10.5,1.5,5351,671,7.6,14.0,1.7,6818,754,6.7,17.8,1.8,22101,1291,3.6,57.7,2.4,8583,841,6.0,100,,3205,523,9.9,37.3,4.9,1873,401,13.0,21.8,4.2,2256,440,11.8,26.3,4.4,1249,328,16.0,14.6,3.5,39425,1618,2.5,100,,25244,1365,3.3,64.0,2.3,6025,710,7.2,15.3,1.7,2914,499,10.4,7.4,1.2,5242,664,7.7,13.3,1.6,29765,1458,3.0,100,,17088,1155,4.1,57.4,2.7,5654,689,7.4,19.0,2.1,4725,632,8.1,15.9,2.0,2298,444,11.7,7.7,1.4
03810,98075,1364,0.8,100,,8501,830,5.9,8.7,0.8,7984,806,6.1,8.1,0.8,12767,998,4.8,13.0,1.0,68823,1643,1.5,70.2,1.4,74160,1623,1.3,100,,2029,416,12.5,2.7,0.6,5360,668,7.6,7.2,0.9,9555,876,5.6,12.9,1.1,57216,1644,1.7,77.2,1.4,2680,477,10.8,100,,194,130,40.7,7.2,4.7,318,166,31.7,11.9,5.8,541,216,24.3,20.2,7.2,1627,374,14.0,60.7,8.8,13702,1030,4.6,100,,4816,634,8.0,35.1,3.8,1326,338,15.5,9.7,2.4,1403,347,15.0,10.2,2.4,6157,713,7.0,44.9,4.0,4866,638,8.0,100,,971,289,18.1,20.0,5.3,756,256,20.5,15.5,4.8,835,268,19.5,17.2,5.0,2304,443,11.7,47.3,6.7
03901,104037,1730,1.0,100,,13668,1041,4.6,13.1,1.0,38114,1581,2.5,36.6,1.4,28802,1428,3.0,27.7,1.3,23453,1316,3.4,22.5,1.2,93108,1802,1.2,100,,11306,954,5.1,12.1,1.0,35332,1540,2.7,37.9,1.5,25746,1366,3.2,27.7,1.4,20724,1249,3.7,22.3,1.3,1174,318,16.5,100,,591,226,23.3,50.3,13.6,228,141,37.5,19.4,10.8,190,128,41.1,16.2,10.0,165,120,44.1,14.1,9.5,2870,495,10.5,100,,306,163,32.4,10.7,5.4,470,202,26.1,16.4,6.4,500,208,25.3,17.4,6.6,1594,370,14.1,55.5,8.6,6043,710,7.1,100,,1281,332,15.8,21.2,4.9,1812,394,13.2,30.0,5.5,2075,422,12.4,34.3,5.7,875,275,19.1,14.5,4.2
03902,89708,1571,1.1,100,,17285,1142,4.0,19.3,1.2,29642,1412,2.9,33.0,1.5,20467,1225,3.6,22.8,1.3,22314,1269,3.5,24.9,1.3,71125,1683,1.4,100,,13645,1031,4.6,19.2,1.4,25011,1326,3.2,35.2,1.7,16012,1105,4.2,22.5,1.5,16457,1118,4.1,23.1,1.5,2081,422,12.3,100,,381,182,29.0,18.3,7.9,598,227,23.1,28.7,9.2,717,249,21.1,34.5,9.7,385,183,28.8,18.5,7.9,7942,805,6.2,100,,1050,301,17.4,13.2,3.5,1065,303,17.3,13.4,3.6,1546,364,14.3,19.5,4.1,4281,600,8.5,53.9,5.2,7194,769,6.5,100,,1920,405,12.8,26.7,4.9,2413,454,11.4,33.5,5.2,1814,394,13.2,25.2,4.8,1047,300,17.4,14.6,3.9
03903,103557,1805,1.1,100,,21724,1279,3.6,21.0,1.2,31245,1481,2.9,30.2,1.3,26039,1378,3.2,25.1,1.3,24549,1346,3.3,23.7,1.2,59880,1812,1.8,100,,10226,912,5.4,17.1,1.4,20095,1237,3.7,33.6,1.8,14345,1066,4.5,24.0,1.6,15214,1095,4.4,25.4,1.7,19371,1217,3.8,100,,4196,596,8.6,21.7,2.8,5043,652,7.9,26.0,2.9,6041,711,7.2,31.2,3.1,4091,589,8.7,21.1,2.7,5697,691,7.4,100,,1223,325,16.1,21.5,5.1,1002,294,17.8,17.6,4.7,767,258,20.4,13.5,4.2,2705,481,10.8,47.5,6.2,15255,1096,4.4,100,,5368,672,7.6,35.2,3.6,4260,600,8.6,27.9,3.4,3929,577,8.9,25.8,3.3,1698,382,13.7,11.1,2.4
04001,85727,1723,1.2,100,,35121,1516,2.6,41.0,1.6,21578,1261,3.6,25.2,1.4,13287,1023,4.7,15.5,1.2,15741,1103,4.3,18.4,1.2,44647,1632,2.2,100,,14626,1068,4.4,32.8,2.1,12415,992,4.9,27.8,2.0,6551,737,6.8,14.7,1.6,11055,941,5.2,24.8,1.9,3989,580,8.8,100,,1255,329,15.9,31.5,6.9,801,263,20.0,20.1,5.9,1283,332,15.7,32.2,6.9,650,237,22.2,16.3,5.5,4395,608,8.4,100,,1841,397,13.1,41.9,6.9,730,251,20.9,16.6,5.2,662,239,22.0,15.1,5.0,1162,316,16.6,26.4,6.2,28693,1411,3.0,100,,15673,1101,4.3,54.6,2.7,6481,733,6.9,22.6,2.3,4533,618,8.3,15.8,2.0,2006,415,12.6,7.0,1.4
04002,63064,1585,1.5,100,,32626,1428,2.7,51.7,1.9,15419,1078,4.3,24.4,1.6,10115,896,5.4,16.0,1.4,4904,639,7.9,7.8,1.0,2141,427,12.1,100,,764,257,20.4,35.7,9.7,470,202,26.1,22.0,8.3,304,162,32.5,14.2,7.0,603,228,23.0,28.2,9.1,15440,1079,4.2,100,,5754,689,7.3,37.3,3.6,5574,679,7.4,36.1,3.6,3145,516,10.0,20.4,3.0,967,289,18.1,6.3,1.8,2700,479,10.8,100,,1157,315,16.6,42.9,8.9,390,184,28.6,14.4,6.3,359,176,29.9,13.3,6.1,794,262,20.0,29.4,8.2,40877,1518,2.3,100,,24359,1294,3.2,59.6,2.3,8366,821,6.0,20.5,1.9,5781,691,7.3,14.1,1.6,2371,449,11.5,5.8,1.1
