,puma,age-median,age-median-CV,age-median-MOE,anh-age-median,anh-age-median-CV,anh-age-median-MOE,bnh-age-median,bnh-age-median-CV,bnh-age-median-MOE,hsp-age-median,hsp-age-median-CV,hsp-age-median-MOE,onh-age-median,onh-age-median-CV,onh-age-median-MOE,wnh-age-median,wnh-age-median-CV,wnh-age-median-MOE
13,04004,34.0,0.022351006108192132,0.9738948735613188,32.0,0.03609848453796223,1.4803862199492175,39.0,0.026616076271829128,1.3302850943778672,34.0,0.03873402115019392,1.687747945125535,29.0,0.0678739038600852,2.5225333247939603,33.0,0.02996018171709876,1.267052086857105
14,04009,36.0,0.010554641773312952,0.4869474367806594,37.0,0.06695669806398649,3.1749130654211632,35.0,0.02337581167421936,1.0485057816440049,33.0,0.03784089013255204,1.6003367157021184,27.0,0.12922887788980622,4.4715637108778346,41.0,0.03084546309741884,1.6207321124202578
15,04012,32.0,0.0,0.0,32.0,0.025567294018677453,1.048505781644006,33.0,0.05729096230471098,2.4229036402942485,29.0,0.010767237928273086,0.4001643480835176,25.0,0.20952326839756963,6.7128718158231715,37.0,0.021579350571177464,1.023236868793345
16,03705,27.0,0.03307513166572546,1.144462142703715,30.0,0.15110472821486726,5.8094550301486345,30.0,0.023804761428476186,0.9152108782823811,27.0,0.019510469912690245,0.6750991780502131,26.0,0.2588950119622526,8.626470005189736,21.0,0.03279756503322837,0.8826671871020779
17,03703,42.0,0.01904761904761902,1.0252412524356789,35.0,0.08599952539024235,3.857448923998519,43.0,0.023226725994695552,1.2799486236220345,35.0,0.03238007701898035,1.4523858438645154,33.0,0.2526216987540046,10.683675206448124,50.0,0.014413535305399586,0.9235844367833604
18,03702,34.0,0.02025731957934688,0.8826671871020755,41.0,0.09827293573955001,5.163615220555053,35.0,0.02040408122440816,0.9152108782823811,29.0,0.052288586841795666,1.943305089489323,31.0,0.10377876091706717,4.122932839229932,45.0,0.06125236201038989,3.5324127192473895
19,04010,37.0,0.020538762369690065,0.9738948735613188,36.0,0.16919237854226804,7.805835273566097,37.0,0.027018579760989488,1.281151018085046,29.0,0.07016203430819243,2.607571682374281,35.0,0.1351473119169129,6.061938720819246,36.0,0.18526835516602916,8.547514221920318
20,04018,46.0,0.019168687052769976,1.1300204014879462,35.0,0.03487587318781056,1.5643330459250753,36.0,0.0890515005661691,4.108467238728116,30.0,0.059107952087684476,2.2724966560232183,33.0,0.16685767291898077,7.056611494430806,54.0,0.015466012118972304,1.0703065703652388
21,04005,34.0,0.027551461757639954,1.2004930442505528,33.0,0.03263736246748181,1.3802732778597806,38.0,0.0674911505433272,3.2867488062898764,35.0,0.033685217493004516,1.5109270124854604,22.0,0.13055329648515393,3.6808371929462624,35.0,0.02040408122440816,0.9152108782823811
22,04003,30.0,0.02666666666666669,1.0252412524356813,30.0,0.05471517157059822,2.103609413560247,35.0,0.02337581167421936,1.0485057816440049,30.0,0.035901098714229994,1.3802732778597806,30.0,0.15951314818673862,6.1327297435098815,22.0,0.03999935433363195,1.1277471736748628
23,04016,41.0,0.02146306817902202,1.1277471736748628,39.0,0.028059062343896553,1.4024062757068325,35.0,0.11072810973602991,4.96663238337012,33.0,0.043808582711518065,1.852717606021791,27.0,0.1456943782438151,5.041301180294027,43.0,0.01558963683464175,0.8590937101433967
24,04014,28.0,0.01881366741580845,0.6750991780502131,31.0,0.06812010419261941,2.7062822113664935,38.0,0.07707202445056563,3.7533273965839355,30.0,0.061908310337860886,2.3801607610111977,30.0,0.1411239604823441,5.425728974760072,26.0,0.022240449050423793,0.7410593397736238
25,03708,31.0,0.029199785468115615,1.160051954187131,35.0,0.07056622305844838,3.16519887722934,34.0,0.02547133540542464,1.1098562120213409,29.0,0.031977994812054156,1.1884620301165882,25.0,0.18100828710310476,5.79928634283826,44.0,0.04927155315608816,2.778337587695946
26,04013,38.0,0.020542756573678912,1.000410870208794,36.0,0.02746349990734053,1.267052086857105,44.0,0.09138900314969094,5.153267682642061,31.0,0.02639204543863479,1.048505781644006,21.0,0.18118719100957725,4.876215294193998,42.0,0.019479843061849467,1.0485057816440049
27,04008,31.0,0.01699298992395602,0.6750991780502131,36.0,0.05826301979222018,2.6880143122107287,31.0,0.024777889509253602,0.9843784358357275,28.0,0.03912303982179756,1.4038694021096754,35.0,0.12259107401671394,5.4987373989769806,52.0,0.043333285920168274,2.887759701381539
28,03810,34.0,0.0,0.0,33.0,0.022358112974808653,0.9455514646211393,36.0,0.10613646802903806,4.896696843503574,30.0,0.052678268764263694,2.0252975341506407,24.0,0.10478462534328847,3.222885615688698,35.0,0.00903507902905251,0.4052621886075501
29,03903,34.0,0.011175503054096066,0.4869474367806594,36.0,0.03848375278471507,1.7754808906541868,30.0,0.022047927592204898,0.8476666836841253,26.0,0.038449517352177345,1.281151018085046,28.0,0.20522317058484882,7.364114115373108,43.0,0.017158551817876407,0.9455514646211393
30,03902,41.0,0.009267490337543078,0.4869474367806594,39.0,0.02432521277052599,1.2157865658226503,39.0,0.12032001762120959,6.013655971003787,28.0,0.047034168539521186,1.687747945125535,29.0,0.11161712627337594,4.148249984599794,44.0,0.015032677903776106,0.8476666836841276
31,03801,35.0,0.0,0.0,35.0,0.043236417001204445,1.9393394263751456,42.0,0.037791759950833274,2.034147743446397,34.0,0.027551461757639954,1.2004930442505528,32.0,0.060389159506798046,2.476538301051508,38.0,0.02510366319518279,1.222522277010253
32,04101,34.0,0.009183820585879984,0.4001643480835176,32.0,0.030618621784789725,1.2556589658596888,35.0,0.06938505396903367,3.1122183588794092,33.0,0.03140971582064828,1.3283546259476728,26.0,0.08246839093227523,2.747874883187238,36.0,0.026020824993326624,1.2004930442505528
33,04102,34.0,0.009183820585879984,0.4001643480835176,36.0,0.02912530135487608,1.3437207197387895,45.0,0.04393808775488019,2.5339016317186234,31.0,0.0071678987236416065,0.2847669867593894,29.0,0.04079144194593441,1.516013752312384,47.0,0.030047306898933205,1.8098371402461653
34,04110,37.0,0.02211225428642372,1.0485057816440049,36.0,0.04511217158031036,2.081288668099081,33.0,0.057888901226537316,2.448191195819346,30.0,0.03204814087171568,1.2321403532082338,32.0,0.1267070933294581,5.19621356230313,43.0,0.022896940311064238,1.2617752171785026
35,03804,32.0,0.016461958988832393,0.6750991780502131,34.0,0.05281336696428102,2.3012238059016976,34.0,0.04286834072690706,1.8678916318094811,32.0,0.032738010687120254,1.3425743631646343,29.0,0.04521549669635641,1.6804337267646756,32.0,0.019748788530882088,0.809890907499558
36,04112,36.0,0.02575068919130435,1.1880300976908664,34.0,0.04256457540707735,1.85465574048916,37.0,0.01708003332400613,0.809890907499558,31.0,0.042795158585230954,1.7001702769615976,33.0,0.04895604370122277,2.0704099167896732,51.0,0.0814832108387777,5.325671757217852
37,03803,34.0,0.02352941176470585,1.0252412524356789,32.0,0.016461958988832393,0.6750991780502131,37.0,0.022572017687148768,1.0703065703652388,28.0,0.04737194069600829,1.6998683733319506,30.0,0.08793542453919743,3.380813429551126,32.0,0.013887803777055613,0.5695339735187788
38,03802,31.0,0.01225700334965375,0.4869474367806594,28.0,0.024598173774921277,0.8826671871020779,38.0,0.05568448413026009,2.711776436919774,31.0,0.022752799967203044,0.903925478973258,26.0,0.0806718735584587,2.6880143122107287,29.0,0.03465474352110655,1.2879433835776
39,04103,41.0,0.0,0.0,40.0,0.02449489742783178,1.2556589658596888,47.0,0.10836452407018592,6.527112097167188,32.0,0.030847010972499454,1.2650251265337005,29.0,0.11140386192517314,4.140324016079684,50.0,0.016462077633154343,1.054850068144285
40,04108,41.0,0.023615752111020807,1.2408569676650687,37.0,0.02633402063500683,1.2486909987594421,36.0,0.07604404486387649,3.5083571308432107,36.0,0.03488849079744571,1.6096104000343776,32.0,0.11383485416794582,4.668327538319112,45.0,0.02130756545640567,1.228803474087033
41,04107,34.0,0.015493608460077546,0.6750991780502131,37.0,0.020483116744897452,0.9712563022712775,36.0,0.0882682324746425,4.072330494566382,31.0,0.014426245016127699,0.5731272834458017,36.0,0.14393439595699903,6.6405366170787055,50.0,0.046084162138418004,2.9529615067650394
42,03807,37.0,0.010269381184845033,0.4869474367806594,31.0,0.02380057187640921,0.9455514646211393,43.0,0.05391325183695005,2.9709823286954764,39.0,0.02802242691589021,1.4005752182923115,25.0,0.039484174044799265,1.2650251265336994,38.0,0.016630558762848073,0.809890907499558
43,04114,35.0,0.02,0.8970860958812202,38.0,0.1120335049558255,5.4559151194443025,33.0,0.04492111236476845,1.899767821943439,29.0,0.05660190162475678,2.103609413560247,33.0,0.0872890346717217,3.6915581682679206,44.0,0.022840626411638407,1.2879433835776
44,03808,36.0,0.013871516913498782,0.6399743118110196,33.0,0.031042123103860432,1.3128086882321581,39.0,0.06915653665036094,3.4564790446645914,38.0,0.055137702209886744,2.6851487263292686,29.0,0.06021537839689763,2.2379042611777353,37.0,0.010445692455229888,0.49530766021029954
45,04111,34.0,0.0,0.0,35.0,0.02746983503289921,1.2321403532082362,33.0,0.02384860036166242,1.008585967274688,30.0,0.012883020694783589,0.4953076602103018,31.0,0.07424612442892844,2.9496573469228857,48.0,0.02370220886038077,1.4580289378505316
46,04109,35.0,0.022857142857142826,1.0252412524356789,34.0,0.0294025720928415,1.281151018085046,33.0,0.05454545454545453,2.3067928179802797,34.0,0.01807089077565366,0.7873984643870304,26.0,0.14220045335691178,4.738167554138258,40.0,0.02150581316760656,1.1024323413302348
47,03805,39.0,0.0,0.0,34.0,0.026296404032717186,1.1458067237149498,37.0,0.1596597459528261,7.570651303071006,37.0,0.052616006307923735,2.4949146344950965,28.0,0.09118952427079932,3.272194172534286,40.0,0.02449489742783178,1.2556589658596888
48,03809,37.0,0.008546696378833455,0.4052621886075501,41.0,0.0286260843763549,1.5041179331651076,38.0,0.07625905332022154,3.7137365484402043,38.0,0.030284603385483982,1.4748286734614435,30.0,0.04306809853140848,1.6558196729386692,33.0,0.03174594975720752,1.3425743631646343
49,03806,40.0,0.007806247497997987,0.4001643480835176,35.0,0.023861847269271555,1.0703065703652388,49.0,0.0416965046571621,2.6183748202350667,37.0,0.04254074659107351,2.017171934549376,29.0,0.09441918324202113,3.509088510936386,42.0,0.023779743280283542,1.2799486236220345
50,04105,39.0,0.025568808557921947,1.277942118824087,35.0,0.03077237032648285,1.3802732778597806,38.0,0.01274007679673491,0.6204284838325343,34.0,0.041176470588235294,1.7941721917624405,35.0,0.04115054491666881,1.845779084133961,51.0,0.028482037345752814,1.861561177067814
51,04104,42.0,0.02374246508949895,1.277942118824087,39.0,0.025568808557921947,1.277942118824087,42.0,0.043801597367821944,2.357628238563631,34.0,0.03460572536985323,1.5078667318344245,30.0,0.15160026018740505,5.828506523404131,50.0,0.019364916731037064,1.2408569676650687
52,04106,38.0,0.008217102629471566,0.4001643480835176,37.0,0.029101156036970287,1.379901386898468,40.0,0.054414497149197306,2.78939936039504,35.0,0.031614708537615346,1.4180557727216017,31.0,0.09336745573165355,3.70931148097832,42.0,0.03281376536270882,1.7662063596236925
53,03901,40.0,0.0,0.0,41.0,0.019578773607319928,1.0287395266840704,35.0,0.12907638934256835,5.789631709288449,30.0,0.05847601597616277,2.2482008946318737,22.0,0.06892586447327616,1.9433050894893242,41.0,0.0,0.0
54,04113,38.0,0.008321783316232574,0.4052621886075501,34.0,0.03828475307924946,1.6681720983368207,34.0,0.03828475307924946,1.6681720983368207,33.0,0.03451753257543792,1.459787931056044,36.0,0.040989873787149196,1.8911029292422785,50.0,0.025174391750348208,1.6131140579645908
